OGNTsort	Español
005650	Y
005651	habiendo respondido
005652	el
005653	Jesús
005654	dijo
005655	a ellos
005656	Habiendo ido en camino
005657	den mensaje
005658	a Juan
005659	cuales (cosas)
005660	están oyendo
005661	y
005662	están viendo
005663	Ciegos
005664	están viendo otra vez
005665	y
005666	cojos
005667	están caminando alrededor
005668	leprosos
005669	están siendo limpiados
005670	y
005671	sordos
005672	están oyendo
005673	y
005674	muertos
005675	están siendo levantados
005676	y
005677	(a) pobres
005678	se les está declarando buenas noticias
005679	Y
005680	dichoso
005681	está siendo
005682	quien
005683	si alguna vez
005684	no
005685	sea hecho tropezar
005686	en
005687	mí
005688	De estos
005689	pero
005690	estando yendo en camino
005691	comenzó
005692	el
005693	Jesús
005694	estar diciendo
005695	a las
005696	muchedumbres
005697	acerca de
005698	Juan
005699	¿Qué
005700	vinieron hacia fuera
005701	hacia dentro
005702	el
005703	desierto
005704	(a) observar?
005705	¿Caña
005706	por
005707	viento
005708	estando siendo sacudida?
005709	Pero
005710	¿a qué
005711	vinieron hacia fuera
005712	a ver?
005713	¿a hombre
005714	en
005715	suaves (prendas)
005716	ha sido vestido?
005717	Mira
005718	los
005719	las
005720	suaves (prendas)
005721	estando llevando
005722	en
005723	las
005724	casas
005725	de los
005726	reyes
005727	están siendo
005728	Pero
005729	¿A qué
005730	vinieron hacia fuera?
005731	¿ver
005732	vocero?
005733	Sí
005734	estoy diciendo
005735	a ustedes
005736	y
005737	más que excedente
005738	vocero
005739	Este
005740	está siendo
005741	acerca de
005742	quien
005743	ha sido escrito
005744	Mira
005745	yo
005746	estoy enviando como emisario
005747	a el
005748	mensajero
005749	de mí
005750	delante de
005751	rostro
005752	de ti
005753	quien
005754	preparará
005755	el
005756	camino
005757	de ti
005758	enfrente de
005759	ti
005760	Amén
005761	estoy diciendo
005762	a ustedes
005763	no
005764	ha sido levantado
005765	en
005766	nacidos
005767	de mujeres
005768	más mayor que
005769	Juan
005770	el
005771	Sumergidor
005772	el
005773	pero
005774	más pequeño
005775	en
005776	el
005777	reino
005778	de los
005779	cielos
005780	más mayor que
005781	él
005782	está siendo
005783	Desde
005784	pero
005785	los
005786	días
005787	de Juan
005788	el
005789	Sumergidor
005790	hasta
005791	ahora mismo
005792	el
005793	reino
005794	de los
005795	cielos
005796	está siendo luchado enérgicamente hacia (él)
005797	y
005798	luchadores enérgicos hacia (él)
005799	están arrebatando enérgicamente
005800	a él
005801	Todos
005802	porque
005803	los
005804	voceros
005805	y
005806	la
005807	ley
005808	hasta
005809	Juan
005810	hablaron como voceros
005811	Y
005812	si
005813	están queriendo
005814	recibir con buena disposición
005815	él
005816	está siendo
005817	Elías
005818	el
005819	estando por
005820	estar viniendo
005821	El
005822	estando teniendo
005823	oídos
005824	esté oyendo
005825	¿A qué
005826	pero
005827	compararé
005828	a la
005829	generación
005830	esta?
005831	Semejante
005832	está siendo
005833	a niñitos
005834	estando sentados
005835	en
005836	las
005837	plazas de mercado
005838	quienes
005839	están emitiendo voz
005840	a los
005841	otros diferentes
005842	estando diciendo
005843	Tocamos la flauta
005844	a ustedes
005845	y
005846	no
005847	danzaron
005848	gemimos de llanto
005849	y
005850	no
005851	se golpearon en desconsuelo
005852	Vino
005853	porque
005854	Juan
005855	ni
005856	estando comiendo
005857	ni
005858	estando bebiendo
005859	y
005860	están diciendo
005861	Demonio
005862	está teniendo
005863	Vino
005864	el
005865	Hijo
005866	de el
005867	hombre
005868	estando comiendo
005869	y
005870	estando bebiendo
005871	y
005872	están diciendo
005873	Mira
005874	hombre
005875	glotón
005876	y
005877	bebedor de vino
005878	de recaudadores de impuestos
005879	amigo
005880	y
005881	de pecadores
005882	Y
005883	fue justificada
005884	la
005885	sabiduría
005886	desde
005887	las
005888	obras
005889	de ella
005890	Entonces
005891	comenzó
005892	estar reprendiendo
005893	a las
005894	ciudades
005895	en
005896	cuales
005897	llegaron a ser
005898	las
005899	más
005900	obras poderosas
005901	de él
005902	porque
005903	no
005904	habiendo cambiado de mente
005905	Ay
005906	(de) ti
005907	Corazín
005908	ay
005909	(de) ti
005910	Betsaida
005911	porque
005912	si
005913	en
005914	Tiro
005915	y
005916	Sidón
005917	habiendo llegado a ser
005918	las
005919	obras poderosas
005920	las
005921	habiendo llegado a ser
005922	en
005923	ustedes
005924	de antiguo
005925	probable
005926	en
005927	saco
005928	y
005929	ceniza
005930	habiendo cambiado de mente
005931	Además
005932	estoy diciendo
005933	a ustedes
005934	a Tiro
005935	y
005936	a Sidón
005937	más soportable
005938	será
005939	en
005940	Día
005941	de Juicio
005942	que
005943	a ustedes
005944	Y
005945	tú
005946	Capernaum
005947	¿acaso
005948	hasta
005949	cielo
005950	serás elevada?
005951	Hasta
005952	Sepulcro
005953	bajarás
005954	porque
005955	si
005956	en
005957	Sodoma
005958	habiendo llegado a ser
005959	las
005960	obras poderosas
005961	las (que)
005962	llegaron a ser
005963	en
005964	ti
005965	habiendo permanecido
005966	probable
005967	hasta
005968	el
005969	hoy
005970	Además
005971	estoy diciendo
005972	a ustedes
005973	que
005974	a tierra
005975	de Sodoma
005976	más soportable
005977	será
005978	en
005979	Día
005980	de Juicio
005981	que
005982	a ti
005983	En
005984	aquél
005985	el
005986	tiempo señalado
005987	habiendo respondido
005988	el
005989	Jesús
005990	dijo
005991	Estoy confesándome abiertamente
005992	a ti
005993	Padre
005994	Señor
005995	de el
005996	cielo
005997	y
005998	de la
005999	tierra
006000	porque
006001	escondiste
006002	estas (cosas)
006003	desde
006004	sabios
006005	e
006006	intelectuales
006007	y
006008	quitaste cubierta
006009	a ellos
006010	a pequeñuelos
006011	Sí
006012	el
006013	Padre
006014	porque
006015	así
006016	pensar bien de
006017	llegó a ser
006018	enfrente de
006019	ti
006020	Todas (cosas)
006021	a mí
006022	fue entregado
006023	por
006024	el
006025	Padre
006026	de mí
006027	y
006028	nadie
006029	está conociendo plenamente
006030	a el
006031	Hijo
006032	si
006033	no
006034	el
006035	Padre
006036	ni
006037	a el
006038	Padre
006039	alguien
006040	está conociendo plenamente
006041	si
006042	no
006043	el
006044	Hijo
006045	y
006046	a quien
006047	si alguna vez
006048	esté queriendo
006049	el
006050	Hijo
006051	quitar cubierta
006052	Estén viniendo acá
006053	hacia
006054	a mí
006055	todos
006056	los
006057	estando trabajando afanosamente
006058	y
006059	han sido cargados
006060	y yo
006061	daré descanso
006062	a ustedes
006063	Alcen
006064	el
006065	yugo
006066	de mí
006067	sobre
006068	ustedes
006069	y
006070	aprendan
006071	desde
006072	mí
006073	porque
006074	apacible
006075	estoy siendo
006076	y
006077	humilde
006078	(de) el
006079	corazón
006080	y
006081	hallarán
006082	descanso
006083	(para) las
006084	almas
006085	de ustedes
006086	El
006087	porque
006088	yugo
006089	de mí
006090	agradablemente bueno
006091	y
006092	la
006093	carga
006094	de mí
006095	liviana
006096	está siendo
006097	En
006098	aquél
006099	el
006100	tiempo señalado
006101	vino en camino
006102	el
006103	Jesús
006104	(en) los
006105	sábados
006106	a través de
006107	los
006108	sembrados
006109	los
006110	pero
006111	aprendices
006112	de él
006113	tuvieron hambre
006114	y
006115	comenzaron
006116	estar arrancando
006117	espigas
006118	y
006119	estar comiendo
006120	Los
006121	pero
006122	fariseos
006123	habiendo visto
006124	dijeron
006125	a él
006126	Mira
006127	los
006128	aprendices
006129	de ti
006130	están haciendo
006131	cual
006132	no
006133	está siendo permitido
006134	estar haciendo
006135	en
006136	sábado
006137	El
006138	pero
006139	dijo
006140	a ellos
006141	¿No
006142	leyeron
006143	qué
006144	hizo
006145	David
006146	cuando
006147	tuvo hambre
006148	y
006149	los
006150	con
006151	él?
006152	¿Cómo
006153	vino hacia dentro
006154	a
006155	la
006156	casa
006157	de el
006158	Dios
006159	y
006160	los
006161	panes
006162	de la
006163	presentación
006164	comieron
006165	cual
006166	no
006167	estando siendo permitido
006168	estaba siendo
006169	a él
006170	comer
006171	ni
006172	a los
006173	con
006174	él
006175	si
006176	no
006177	a los
006178	sacerdotes
006179	solo(s)?
006180	O
006181	¿No
006182	leyeron
006183	en
006184	la
006185	ley
006186	que
006187	los
006188	sábados
006189	los
006190	sacerdotes
006191	en
006192	el
006193	templo
006194	el
006195	sábado
006196	están profanando
006197	e
006198	inculpables
006199	están siendo?
006200	Estoy diciendo
006201	pero
006202	a ustedes
006203	que
006204	de el
006205	templo
006206	más grande que
006207	está siendo
006208	aquí
006209	Si
006210	pero
006211	hubiesen conocido
006212	qué
006213	está siendo
006214	Misericordia
006215	estoy queriendo
006216	y
006217	no
006218	sacrificio
006219	no
006220	probable
006221	habiendo condenado
006222	a los
006223	inculpables
006224	Señor
006225	porque
006226	está siendo
006227	de el
006228	sábado
006229	el
006230	Hijo
006231	de el
006232	hombre
006233	Y
006234	habiendo desplazado
006235	desde allí
006236	vino
006237	hacia dentro
006238	a la
006239	sinagoga
006240	de ellos
006241	Y
006242	mira
006243	hombre
006244	mano
006245	estando teniendo
006246	seca
006247	e
006248	inquirieron
006249	(de) él
006250	estando diciendo
006251	¿Si
006252	está siendo permitido
006253	los
006254	sábados
006255	curar?
006256	Para que
006257	acusen
006258	de él
006259	El
006260	pero
006261	dijo
006262	a ellos
006263	¿Quién
006264	será
006265	procedente de
006266	ustedes
006267	hombre
006268	quien
006269	tendrá
006270	oveja
006271	uno
006272	y
006273	si alguna vez
006274	caiga en
006275	esta
006276	(en) los
006277	sábados
006278	hacia dentro
006279	hoyo
006280	no
006281	asirá firmemente
006282	a ella
006283	y
006284	levantará?
006285	Cuánto más
006286	por lo tanto
006287	está siendo diferente
006288	hombre
006289	de oveja
006290	de modo que
006291	está siendo permitido
006292	(en) los
006293	sábados
006294	excelentemente
006295	estar haciendo
006296	Entonces
006297	está diciendo
006298	a el
006299	hombre
006300	Extiende
006301	de ti
006302	la
006303	mano
006304	Y
006305	extendió
006306	y
006307	fue restaurada
006308	sana
006309	como
006310	la
006311	otra
006312	Habiendo venido hacia fuera
006313	pero
006314	los
006315	fariseos
006316	consulta juntos
006317	tomaron
006318	hacia abajo
006319	(a) él
006320	para que
006321	a él
006322	destruyan
006323	El
006324	pero
006325	Jesús
006326	habiendo conocido
006327	(se) retiró
006328	desde allí
006329	y
006330	siguieron
006331	a él
006332	muchedumbres
006333	muchas
006334	y
006335	curó
006336	a ellos
006337	todos
006338	Y
006339	ordenó rigurosamente
006340	a ellos
006341	para que
006342	no
006343	manifiesto
006344	a él
006345	hagan
006346	Para que
006347	sea llenado a plenitud
006348	lo
006349	habiendo sido hablado
006350	a través de
006351	Isaías
006352	el
006353	vocero
006354	estando diciendo
006355	Mira
006356	el
006357	siervo
006358	de mí
006359	a quien
006360	escogí
006361	el
006362	amado
006363	de mí
006364	hacia dentro
006365	quien
006366	pensó bien de
006367	el
006368	alma
006369	de mí
006370	pondré
006371	el
006372	espíritu
006373	de mí
006374	sobre
006375	él
006376	y
006377	juicio
006378	a las
006379	naciones
006380	dará mensaje
006381	No
006382	reñirá
006383	ni
006384	alzará voz
006385	ni
006386	oirá
006387	alguien
006388	en
006389	los
006390	caminos anchos
006391	la
006392	voz
006393	de él
006394	Caña
006395	ha sido estropeada
006396	no
006397	quebrará
006398	y
006399	lino
006400	estando siendo hecho humear
006401	no
006402	extinguirá
006403	hasta
006404	probable
006405	arroje hacia fuera
006406	hacia dentro
006407	victoria
006408	el
006409	juicio
006410	Y
006411	(en) el
006412	nombre
006413	de él
006414	naciones
006415	esperarán
006416	Entonces
006417	fue llevado hacia
006418	él
006419	estando endemoniado
006420	ciego
006421	y
006422	mudo
006423	y
006424	curó
006425	a él
006426	de modo que
006427	el
006428	mudo
006429	estar hablando
006430	y
006431	estar viendo
006432	Y
006433	estaban poniéndose fuera de sí
006434	todas
006435	las
006436	muchedumbres
006437	y
006438	estaban diciendo
006439	¿No
006440	este
006441	está siendo
006442	el
006443	hijo
006444	de David?
006445	Los
006446	pero
006447	fariseos
006448	habiendo oído
006449	dijeron
006450	Este
006451	no
006452	está arrojando hacia fuera
006453	a los
006454	demonios
006455	si
006456	no
006457	en
006458	el
006459	Beelzeboul
006460	gobernante
006461	de los
006462	demonios
006463	Ha sabido
006464	pero
006465	los
006466	pensamientos
006467	de ellos
006468	dijo
006469	a ellos
006470	Todo
006471	reino
006472	habiendo sido dividido
006473	hacia abajo
006474	a sí mismo
006475	está siendo desolado
006476	y
006477	toda
006478	ciudad
006479	o
006480	casa
006481	habiendo sido dividida
006482	hacia abajo
006483	a sí misma
006484	no
006485	será puesta en pie
006486	Y
006487	si
006488	el
006489	Adversario
006490	a el
006491	Adversario
006492	está arrojando hacia fuera
006493	sobre
006494	él mismo
006495	fue dividido
006496	¿Cómo
006497	por lo tanto
006498	será puesto en pie
006499	el
006500	reino
006501	de él?
006502	Y
006503	si
006504	yo
006505	en
006506	Beelzeboul
006507	estoy arrojando hacia fuera
006508	a los
006509	demonios
006510	los
006511	hijos
006512	de ustedes
006513	¿en
006514	quién
006515	están arrojando hacia fuera?
006516	Por
006517	esto
006518	ellos
006519	jueces
006520	serán
006521	de ustedes
006522	Si
006523	pero
006524	en
006525	espíritu
006526	de Dios
006527	yo
006528	estoy arrojando hacia fuera
006529	a los
006530	demonios
006531	realmente
006532	alcanzó
006533	encima
006534	a ustedes
006535	el
006536	reino
006537	de el
006538	Dios
006539	O
006540	¿Cómo
006541	está siendo capaz
006542	alguien
006543	venir hacia dentro
006544	hacia dentro
006545	a la
006546	casa
006547	de el
006548	fuerte
006549	y
006550	las
006551	vasijas
006552	de él
006553	arrebatar violentamente
006554	si alguna vez
006555	no
006556	primero
006557	ate
006558	a el
006559	fuerte?
006560	Y
006561	entonces
006562	a la
006563	casa
006564	de él
006565	arrebatará violentamente por completo
006566	El
006567	no
006568	estando siendo
006569	con
006570	de mí
006571	hacia abajo
006572	mí
006573	está siendo
006574	y
006575	el
006576	no
006577	estando recogiendo
006578	con
006579	de mí
006580	está desparramando
006581	Por
006582	esto
006583	estoy diciendo
006584	a ustedes
006585	todo
006586	pecado
006587	y
006588	habla injuriosa
006589	será dejada ir
006590	a los
006591	hombres
006592	el
006593	pero
006594	de el
006595	espíritu
006596	habla injuriosa
006597	no
006598	será dejada ir
006599	Y
006600	quien
006601	si alguna vez
006602	diga
006603	palabra
006604	hacia abajo
006605	el
006606	Hijo
006607	de el
006608	hombre
006609	será dejado ir
006610	a él
006611	quien
006612	pero
006613	probable
006614	diga
006615	hacia abajo
006616	el
006617	espíritu
006618	el
006619	santo
006620	no
006621	será dejado ir
006622	a él
006623	ni
006624	en
006625	esta
006626	la
006627	edad
006628	ni
006629	en
006630	la
006631	estando por (venir)
006632	O
006633	hagan
006634	a el
006635	árbol
006636	excelente
006637	y
006638	a el
006639	fruto
006640	de él
006641	excelente
006642	o
006643	hagan
006644	a el
006645	árbol
006646	podrido
006647	y
006648	a el
006649	fruto
006650	de él
006651	podrido
006652	procedente de
006653	porque
006654	de el
006655	fruto
006656	el
006657	árbol
006658	está siendo conocido
006659	Generados
006660	de víboras
006661	¿Cómo
006662	están siendo capaces
006663	buenas (cosas)
